20,Abductor machine
14,Addominali
19,Adductor Machine
5,Alzate laterali
24,Biceps Machine
12,Biceps curl
21,Calf raise
2,Chest press
16,Hack squat
25,Inclined chest
8,Lat machines
23,Lateral Raise
17,Leg Extension
18,Leg curl
10,Low Row
3,Pec Deck(Butterfly)
13,Preacher curl
15,Press
11,Pullover machines
9,Seated Row
4,Shoulder press
22,Shoulder reverse
7,Tricipes Overhead
6,Tricipes pushdown
